full_address,latitude,longitude,location_type
"326 E 34TH ST, NEW YORK, NY 10016, USA",40.7440236,-73.9747192,ROOFTOP
"4 EAST 28TH STREET, NEW YORK, NY 10016, USA",40.7442838,-73.9868008,ROOFTOP
"245 5TH AVE FL 3, NEW YORK, NY 10016, USA",40.7444051,-73.9871555,ROOFTOP
"147 W 24TH ST FL 7, NEW YORK, NY 10011, USA",40.7444453,-73.9941899,ROOFTOP
"225 W 23RD ST, NEW YORK, NY 10011, USA",40.74457719999999,-73.9963994,ROOFTOP
"317E 34TH ST., PEDIATRIC NEUROSURGERY, 10TH FLOOR, NEW YORK, NY 10016, USA",40.7447606,-73.9748783,ROOFTOP
"28 W 27TH ST RM 704, NEW YORK, NY 10001, USA",40.7447719,-73.9899314,ROOFTOP
"150 W 25TH ST, NEW YORK, NY 10001, USA",40.7448054,-73.9938181,ROOFTOP
"145 E 32ND ST, NEW YORK, NY 10016, USA",40.7450533,-73.9799732,ROOFTOP
"145 E 32ND ST GROUND FLOOR, NEW YORK, NY 10023, USA",40.7450533,-73.9799732,ROOFTOP
"122 W 26TH ST RM 701, NEW YORK, NY 10001, USA",40.7450798,-73.9925875,ROOFTOP
"11 EAST 29TH STREET, NEW YORK, NY 10016, USA",40.7451077,-73.985525,ROOFTOP
"11 E 29TH ST, NEW YORK, NY 10016, USA",40.7451077,-73.985525,ROOFTOP
"205 LEXINGTON AVE, NEW YORK, NY 10016, USA",40.74516,-73.9802665,ROOFTOP
"461 PARK AVE SOUTH STE 7A, NEW YORK, NY 10016, USA",40.7452626,-73.98246859999999,ROOFTOP
"461 PARK AVE S, NEW YORK, NY 10016, USA",40.7452626,-73.98246859999999,ROOFTOP
"1178 BROADWAY FL 3, NEW YORK, NY 10001, USA",40.7452688,-73.9883569,ROOFTOP
"475 PARK AVE S, NEW YORK, NY 10016, USA",40.7455198,-73.9822665,ROOFTOP
"275 7TH AVE, NEW YORK, NY 10001, USA",40.7456134,-73.9941716,ROOFTOP
"151 W 26TH ST RM 1001, NEW YORK, NY 10001, USA",40.745759,-73.99339739999999,ROOFTOP
"276 5TH AVE RM 307, NEW YORK, NY 10001, USA",40.7459277,-73.9869172,ROOFTOP
"660 1ST AVE, NEW YORK, NY 10016, USA",40.7460052,-73.9715222,ROOFTOP
"136 MADISON AVE, NEW YORK, NY 10016, USA",40.7462376,-73.9843975,ROOFTOP
"330 E 38TH ST APT 44I, NEW YORK, NY 10016, USA",40.74632829999999,-73.972718,ROOFTOP
"135 W 27TH ST FL 2, NEW YORK, NY 10001, USA",40.74634349999999,-73.99236069999999,ROOFTOP
"400 W 23RD ST, NEW YORK, NY 10011, USA",40.7464234,-74.0017342,ROOFTOP
"345 E 37TH ST RM 301, NEW YORK, NY 10016, USA",40.74644809999999,-73.97288069999999,ROOFTOP
"303 5TH AVE STE 1002, NEW YORK, NY 10016, USA",40.7464563,-73.9854409,ROOFTOP
"303 5TH AVE RM 1209, NEW YORK, NY 10016, USA",40.7464563,-73.9854409,ROOFTOP
"303 5TH AVE RM 1608, NEW YORK, NY 10016, USA",40.7464563,-73.9854409,ROOFTOP
"303 5TH AVE RM 702, NEW YORK, NY 10016, USA",40.746521,-73.9855117,ROOFTOP
"359 W 23RD ST, NEW YORK, NY 10011, USA",40.7465221,-74.0008043,ROOFTOP
"303 5TH AVE RM 703, NEW YORK, NY 10016, USA",40.7465536,-73.9856121,ROOFTOP
"303 5TH AVE, NEW YORK, NY 10016, USA",40.7465944,-73.9856554,ROOFTOP
"333 E 38TH ST, NEW YORK, NY 10016, USA",40.7466537,-73.9718961,ROOFTOP
"161 MADISON AVE, NEW YORK, NY 10016, USA",40.7467565,-73.9833532,ROOFTOP
"167 MADISON AVE RM 205, NEW YORK, NY 10016, USA",40.7469073,-73.9833069,ROOFTOP
"171 MADISON AVE STE 400, NEW YORK, NY 10016, USA",40.7471274,-73.9830513,ROOFTOP
"169 MADISON AVE STE 15282, NEW YORK, NY 10016, USA",40.747151,-73.98304399999999,ROOFTOP
"169 MADISON AVE STE 11270, NEW YORK, NY 10016, USA",40.747151,-73.98304399999999,ROOFTOP
"169 MADISON AVE STE 15705, NEW YORK, NY 10016, USA",40.747151,-73.98304399999999,ROOFTOP
"236 W 27TH ST RM 1003, NEW YORK, NY 10001, USA",40.7472442,-73.9957473,ROOFTOP
"10 E 33RD ST, NEW YORK, NY 10016, USA",40.7472966,-73.98452979999999,ROOFTOP
"10 E 33RD ST FL 2, NEW YORK, NY 10016, USA",40.747327,-73.98450629999999,ROOFTOP
"129 W 29TH ST FL 2, NEW YORK, NY 10001, USA",40.7473685,-73.9911207,ROOFTOP
"240 E 38TH ST, NEW YORK, NY 10016, USA",40.747371,-73.9750627,ROOFTOP
"271 LEXINGTON AVE, NEW YORK, NY 10016, USA",40.7474762,-73.9786218,ROOFTOP
"556 3RD AVE #706, NEW YORK, NY 10016, USA",40.7476014,-73.9770625,ROOFTOP
"561 3RD AVENUE, NEW YORK, NY 10016, USA",40.7476708,-73.9764333,ROOFTOP
"1250 BROADWAY, NEW YORK, NY 10001, USA",40.7476873,-73.9878772,ROOFTOP
"330 7TH AVE, NEW YORK, NY 10001, USA",40.7477871,-73.993184,ROOFTOP
"38 W 32ND ST STE 1300, NEW YORK, NY 10001, USA",40.747805,-73.9872616,ROOFTOP
"38 W 32ND ST, NEW YORK, NY 10001, USA",40.7478068,-73.9872634,ROOFTOP
"185 MADISON AVE STE 1407, NEW YORK, NY 10016, USA",40.7478298,-73.9826365,ROOFTOP
"116-120 E 36TH ST, NEW YORK, NY 10016, USA",40.747832,-73.9794951,ROOFTOP
"2 TUDOR CITY PLACE APT 3EN, NEW YORK, NY 10017, USA",40.7478488,-73.97152799999999,ROOFTOP
"127 WEST 30TH STREET, NEW YORK, NY 10001, USA",40.7480826,-73.9908567,ROOFTOP
"347 5TH AVE STE 1402-235, NEW YORK, NY 10016, USA",40.7481279,-73.98455229999999,ROOFTOP
"347 5TH AVE RM 608, NEW YORK, NY 10016, USA",40.7481279,-73.98455229999999,ROOFTOP
"39 W 32ND ST RM 1502, NEW YORK, NY 10001, USA",40.7481587,-73.9873034,ROOFTOP
"35A E 35TH STREET, NEW YORK, NY 10016, USA",40.7481859,-73.9814803,ROOFTOP
"35 E 35TH ST RM 206A, NEW YORK, NY 10016, USA",40.7482409,-73.9815265,ROOFTOP
"883 6TH AVE., NYC, NY 10001, USA",40.7482481,-73.9891286,ROOFTOP
"352 7TH AVE., NEW YORK, NY 10001, USA",40.7482788,-73.9928381,ROOFTOP
"352 7TH AVE, NEW YORK, NY 10001, USA",40.7482788,-73.9928381,ROOFTOP
"135 E 37TH ST, NEW YORK, NY 10016, USA",40.7483014,-73.9778147,ROOFTOP
"352 7TH AVE RM 705, NEW YORK, NY 10001, USA",40.7483111,-73.9929385,ROOFTOP
"30 PARK AVE, NEW YORK, NY 10016, USA",40.7483217,-73.980871,ROOFTOP
"883 AVENUE OF THE AMERICAS FL 3, NEW YORK, NY 10001, USA",40.748452,-73.989165,ROOFTOP
"363 7TH AVE FL 11, NEW YORK, NY 10001, USA",40.7484919,-73.9920882,ROOFTOP
"227 W 29TH ST, NEW YORK, NY 10001, USA",40.7485126,-73.99400949999999,ROOFTOP
"31 W 34TH ST, NEW YORK, NY 10001, USA",40.7485527,-73.98719679999999,ROOFTOP
"36A EAST 36TH STREET, NEW YORK, NY 10016, USA",40.7486284,-73.9815011,ROOFTOP
"45 PARK AVE, NEW YORK, NY 10016, USA",40.7486592,-73.9797464,ROOFTOP
"224 W 30TH ST RM 903, NEW YORK, NY 10001, USA",40.748827,-73.9937571,ROOFTOP
"1 W 34TH ST # 402B, NEW YORK, NY 10001, USA",40.7488597,-73.9849832,ROOFTOP
"1 W 34TH ST RM 402B, NEW YORK, NY 10001, USA",40.7488597,-73.9849832,ROOFTOP
"1 W 34TH ST RM 200, NEW YORK, NY 10001, USA",40.748926,-73.984935,ROOFTOP
"150 E 39TH ST, NEW YORK, NY 10016, USA",40.7489783,-73.97653319999999,ROOFTOP
"19 W 34TH ST, NEW YORK, NY 10001, USA",40.7492988,-73.9859014,ROOFTOP
"19 W 34TH ST PH, NEW YORK, NY 10001, USA",40.7492988,-73.9859014,ROOFTOP
"19 W 34TH ST PH FLOOR, NEW YORK, NY 10001, USA",40.7492988,-73.9859014,ROOFTOP
"50 PARK AVE APT 11A, NEW YORK, NY 10016, USA",40.7493272,-73.980306,ROOFTOP
"50 W34TH ST, NEW YORK, NY 10001, USA",40.749468,-73.98751290000001,ROOFTOP
"31 W 34TH ST # 7058, NEW YORK, NY 10001, USA",40.7496173,-73.98663189999999,ROOFTOP
"19 E 37TH ST, NEW YORK, NY 10016, USA",40.7496461,-73.9809794,ROOFTOP
"365A WEST 28TH STREET, NEW YORK, NY 10001, USA",40.7496565,-73.99853089999999,ROOFTOP
"110 W 34TH ST, NEW YORK, NY 10001, USA",40.7498492,-73.98853989999999,ROOFTOP
"77 PARK AVE # 12C, NEW YORK, NY 10016, USA",40.7498499,-73.9786714,ROOFTOP
"8 W 36TH ST FL 6, NEW YORK, NY 10018, USA",40.7498904,-73.9844621,ROOFTOP
"130 E 40TH ST, NEW YORK, NY 10016, USA",40.7498925,-73.9767292,ROOFTOP
"353 LEXINGTON AVE # 301, NEW YORK, NY 10016, USA",40.7499334,-73.9768046,ROOFTOP
"353 LEXINGTON AVE RM 1001, NEW YORK, NY 10016, USA",40.7499531,-73.976815,ROOFTOP
"401 5TH AVE BSMT, NEW YORK, NY 10016, USA",40.7499829,-73.9830702,ROOFTOP
"64 W 35TH ST FL 3, NEW YORK, NY 10001, USA",40.7500134,-73.9867344,ROOFTOP
"124 E 40TH ST FL 12, NEW YORK, NY 10016, USA",40.7500889,-73.9773555,ROOFTOP
"124 E 40TH ST, NEW YORK, NY 10016, USA",40.7500889,-73.9773555,ROOFTOP
"800 2ND AVE, NEW YORK, NY 10017, USA",40.7501585,-73.9715702,ROOFTOP
"124 E 40TH ST RM 702, NEW YORK, NY 10016, USA",40.7501807,-73.9773752,ROOFTOP
"104 E 40TH ST, NEW YORK, NY 10016, USA",40.7504111,-73.9780481,ROOFTOP
"369 LEXINGTON AVE STE 800, NEW YORK, NY 10017, USA",40.75053279999999,-73.9764162,ROOFTOP
"369 LEXINGTON AVE RM 12B, NEW YORK, NY 10017, USA",40.75057899999999,-73.9764314,ROOFTOP
"16 W 37TH ST FL 2, NEW YORK, NY 10018, USA",40.7506106,-73.9843513,ROOFTOP
"405 EAST 42ND STREET, NEW YORK, NY 10017, USA",40.7506306,-73.9698793,ROOFTOP
"260 MADISON AVE FL 8, NEW YORK, NY 10016, USA",40.7506831,-73.98112259999999,ROOFTOP
"370 LEXINGTON AVE RM 312, NEW YORK, NY 10017, USA",40.7507224,-73.9768828,ROOFTOP
"820 2ND AVE RM 7, NEW YORK, NY 10017, USA",40.7507488,-73.9710554,ROOFTOP
"53 W 36TH ST RM 204, NEW YORK, NY 10018, USA",40.7508381,-73.9858948,ROOFTOP
"53 W 36TH ST, NEW YORK, NY 10018, USA",40.7508381,-73.9858948,ROOFTOP
"425 5TH AVE UNIT OFFICE 4A, NEW YORK, NY 10016, USA",40.75104,-73.98225169999999,ROOFTOP
"6 E 39TH ST, NEW YORK, NY 10016, USA",40.7511698,-73.98170689999999,ROOFTOP
"131 W 35TH ST, NEW YORK, NY 10001, USA",40.7512291,-73.9886502,ROOFTOP
"547 W 27TH ST STE 529, NEW YORK, NY 10001, USA",40.751259,-74.00434609999999,ROOFTOP
"22 W 38TH ST, NEW YORK, NY 10018, USA",40.7512817,-73.9839901,ROOFTOP
"437 5TH AVE FL 8, NEW YORK, NY 10016, USA",40.7512942,-73.9820388,ROOFTOP
"274 MADISON AVE STE 601B, NEW YORK, NY 10016, USA",40.7513953,-73.98069939999999,ROOFTOP
"274 MADISON AVE, NEW YORK, NY 10016, USA",40.7513953,-73.98069939999999,ROOFTOP
"279 E 44TH ST APT 18D, NEW YORK, NY 10017, USA",40.7514086,-73.97150169999999,ROOFTOP
"280 MADISON AVE RM 1211, NEW YORK, NY 10016, USA",40.7514214,-73.9805145,ROOFTOP
"280 MADISON AVE RM 311, NEW YORK, NY 10016, USA",40.7514308,-73.9806641,ROOFTOP
"16 E 40TH ST FL 2, NEW YORK, NY 10016, USA",40.7515434,-73.9809394,ROOFTOP
"548 W 28TH ST STE 533, NEW YORK, NY 10001, USA",40.7515661,-74.00418719999999,ROOFTOP
"120 PARK AVE, NEW YORK, NY 10017, USA",40.7516882,-73.9783649,ROOFTOP
"295 MADISON AVE, NEW YORK, NY 10017, USA",40.7518131,-73.9792251,ROOFTOP
"469 7TH AVE FL 6TH, NEW YORK, NY 10018, USA",40.7518472,-73.9897747,ROOFTOP
"224 W 35TH ST STE 905, NEW YORK, NY 10001, USA",40.751858,-73.9912983,ROOFTOP
"224 W 35TH ST STE 708, NEW YORK, NY 10001, USA",40.751858,-73.9912983,ROOFTOP
"292 MADISON AVE, NEW YORK, NY 10017, USA",40.75194949999999,-73.9800905,ROOFTOP
"333 E 46TH ST, NEW YORK, NY 10017, USA",40.7520734,-73.96900029999999,ROOFTOP
"450 W 31ST ST # 2S, NEW YORK, NY 10001, USA",40.7521181,-74.0001291,ROOFTOP
"18 E 41ST ST # 1533, NEW YORK, NY 10017, USA",40.75220789999999,-73.9804547,ROOFTOP
"5 PENN PLZ, NEW YORK, NY 10001, USA",40.75223769999999,-73.9940481,ROOFTOP
"225 E 45TH ST, NEW YORK, NY 10017, USA",40.752325,-73.97191389999999,ROOFTOP
"56 W 39TH ST APT 5, NEW YORK, NY 10018, USA",40.752401,-73.9848739,ROOFTOP
"50 E 42ND ST RM 1200, NEW YORK, NY 10017, USA",40.7524369,-73.9790684,ROOFTOP
"50 E 42ND ST RM 1501A, NEW YORK, NY 10017, USA",40.7524544,-73.9789912,ROOFTOP
"315 MADISON AVE RM 806, NEW YORK, NY 10017, USA",40.7524778,-73.9791152,ROOFTOP
"1375 BROADWAY, NEW YORK, NY 10018, USA",40.7525585,-73.9878331,ROOFTOP
"315 MADISON AVE # 1600, NEW YORK, NY 10017, USA",40.75264079999999,-73.9790143,ROOFTOP
"481 8TH AVE # 608, NEW YORK, NY 10001, USA",40.7526907,-73.99353959999999,ROOFTOP
"317 MADISON AVE, NEW YORK, NY 10017, USA",40.7527809,-73.9785073,ROOFTOP
"305 E 47TH ST, NEW YORK, NY 10017, USA",40.7528385,-73.9689989,ROOFTOP
"50 W 40TH ST, NEW YORK, NY 10018, USA",40.7528932,-73.9840589,ROOFTOP
"229 W 36TH ST, NEW YORK, NY 10018, USA",40.7530215,-73.9909457,ROOFTOP
"501 5TH AVE RM 1412, NEW YORK, NY 10017, USA",40.75312,-73.9808998,ROOFTOP
"501 5TH AVE, NEW YORK, NY 10017, USA",40.75312,-73.9808998,ROOFTOP
"730 3RD AVE LOBBY1, NEW YORK, NY 10017, USA",40.7531376,-73.9731815,ROOFTOP
"1410 BROADWAY RM 606, NEW YORK, NY 10018, USA",40.753159,-73.986695,ROOFTOP
"512 7TH AVE FL 14, NEW YORK, NY 10018, USA",40.75319,-73.9889371,ROOFTOP
"501 5TH AVE RM 506, NEW YORK, NY 10017, USA",40.7531944,-73.9807761,ROOFTOP
"501 5TH AVE RM 1204, NEW YORK, NY 10017, USA",40.753198,-73.9808149,ROOFTOP
"501 5TH AVE RM 1605, NEW YORK, NY 10017, USA",40.7532969,-73.98081800000001,ROOFTOP
"338 E 49TH ST, NEW YORK, NY 10017, USA",40.753517,-73.9675268,ROOFTOP
"1412 BROADWAY, NEW YORK, NY 10018, USA",40.753615,-73.9865612,ROOFTOP
"266 W 37TH ST, NEW YORK, NY 10018, USA",40.753801,-73.99189009999999,ROOFTOP
"443 PARK AVE S BSMT, NEW YORK, NY 10016, USA",40.7538638,-73.9787882,ROOFTOP
"1430 BROADWAY RM 1510, NEW YORK, NY 10018, USA",40.7539114,-73.9864056,ROOFTOP
"MMC AT STREETWORKS OUTREACH PROJECT, NEW YORK, NY 10018, USA",40.7541406,-73.9808474,ROOFTOP
"12 E 44TH ST FL 5, NEW YORK, NY 10017, USA",40.75420769999999,-73.9791695,ROOFTOP
"919 2ND AVE, NEW YORK, NY 10017, USA",40.754211,-73.9693705,ROOFTOP
"12 E 44TH ST FL 4, NEW YORK, NY 10017, USA",40.7542252,-73.9791691,ROOFTOP
"777 3RD AVE, NEW YORK, NY 10017, USA",40.7546905,-73.9711154,ROOFTOP
"535 5TH AVE, NEW YORK, NY 10017, USA",40.7548367,-73.97939869999999,ROOFTOP
"20 E 46TH ST RM 200, NEW YORK, NY 10017, USA",40.7549305,-73.9779215,ROOFTOP
"952 2ND AVE, NEW YORK, NY 10022, USA",40.755018,-73.9681825,ROOFTOP
"1460 BROADWAY FL 16, NEW YORK, NY 10036, USA",40.7551279,-73.9861749,ROOFTOP
"347 WEST 37TH STREET, NEW YORK, NY 10018, USA",40.7551346,-73.9939559,ROOFTOP
"307 W 38TH ST, NEW YORK, NY 10018, USA",40.7551715,-73.9924463,ROOFTOP
"36 W 44TH ST STE 302B, NEW YORK, NY 10036, USA",40.7552014,-73.9820767,ROOFTOP
"9 E 45TH ST FL 6, NEW YORK, NY 10017, USA",40.755251,-73.97852,ROOFTOP
"20 E 46TH ST, NEW YORK, NY 10017, USA",40.7552901,-73.9779346,ROOFTOP
"313 E 51ST ST, NEW YORK, NY 10022, USA",40.7553933,-73.9673164,ROOFTOP
"36 W 44TH ST, NEW YORK, NY 10036, USA",40.7554716,-73.9819704,ROOFTOP
"2 W 45TH ST STE 1702, NEW YORK, NY 10036, USA",40.75547299999999,-73.980166,ROOFTOP
"2 WEST 45TH STREET, NEW YORK, NY 10036, USA",40.7555104,-73.9802022,ROOFTOP
"2 W 45TH ST STE 201, NEW YORK, NY 10036, USA",40.7555104,-73.9802022,ROOFTOP
"2 W 45TH ST STE 404, NEW YORK, NY 10036, USA",40.7555164,-73.9801725,ROOFTOP
"800 3RD AVE FRNT A1666, NEW YORK, NY 10022, USA",40.7556482,-73.971384,ROOFTOP
"19 W 45TH ST STE 302, NEW YORK, NY 10036, USA",40.7559647,-73.980516,ROOFTOP
"2 W 46TH ST STE 403, NEW YORK, NY 10036, USA",40.756105,-73.9796774,ROOFTOP
"2 W 46TH ST STE 505A, NEW YORK, NY 10036, USA",40.7561203,-73.9796648,ROOFTOP
"25 W 45TH ST, NEW YORK, NY 10036, USA",40.7561364,-73.9806852,ROOFTOP
"33 W 46TH ST STE 801, NEW YORK, NY 10036, USA",40.7568252,-73.98032289999999,ROOFTOP
"424 MADISON AVE FL 9, NEW YORK, NY 10017, USA",40.757134,-73.97635679999999,ROOFTOP
"590 5TH AVE STE 1100, NEW YORK, NY 10036, USA",40.7571655,-73.9785565,ROOFTOP
"424 MADISON AVE, NEW YORK, NY 10017, USA",40.75723420000001,-73.9762868,ROOFTOP
"115 W 45TH ST FL 4, NEW YORK, NY 10036, USA",40.7572356,-73.9835084,ROOFTOP
"575 LEXINGTON AVE, NEW YORK, NY 10022, USA",40.7573009,-73.9716031,ROOFTOP
"20 E 49TH ST FL 2, NEW YORK, NY 10017, USA",40.7573268,-73.9766059,ROOFTOP
"140 E 52ND ST APT 2E, NEW YORK, NY 10022, USA",40.757531,-73.97129000000001,ROOFTOP
"330 W 42ND ST, NEW YORK, NY 10036, USA",40.7576238,-73.99147529999999,ROOFTOP
"226 E 54TH ST STE 304, NEW YORK, NY 10022, USA",40.7576456,-73.96787789999999,ROOFTOP
"160 E 53RD ST, NEW YORK, NY 10022, USA",40.7578557,-73.9700168,ROOFTOP
"18 E 50TH ST, NEW YORK, NY 10022, USA",40.7579504,-73.97629719999999,ROOFTOP
"1501 BROADWAY, NEW YORK, NY 10036, USA",40.7579747,-73.9855426,GEOMETRIC_CENTER
"345 W 42ND ST, NEW YORK, NY 10036, USA",40.7582292,-73.99160049999999,ROOFTOP
"165 W 46TH ST, NEW YORK, NY 10036, USA",40.7585908,-73.9846196,ROOFTOP
"240 E 56TH ST, NEW YORK, NY 10022, USA",40.7586743,-73.9661958,ROOFTOP
"305 W 44TH ST, NEW YORK, NY 10036, USA",40.75881450000001,-73.98910289999999,ROOFTOP
"450 W 42ND ST APT 50P, NEW YORK, NY 10036, USA",40.7590474,-73.994979,ROOFTOP
"150 E 55TH ST FRNT 1, NEW YORK, NY 10022, USA",40.7591472,-73.969441,ROOFTOP
"146 E 55TH ST FL 3, NEW YORK, NY 10022, USA",40.7592119,-73.9695155,ROOFTOP
"16 E 52ND ST, NEW YORK, NY 10022, USA",40.75922380000001,-73.9754545,ROOFTOP
"561 10TH AVE, NEW YORK, NY 10036, USA",40.7592387,-73.9962729,ROOFTOP
"133 E 54TH ST RM 2A, NEW YORK, NY 10022, USA",40.7593177,-73.97082929999999,ROOFTOP
"133 E 54TH ST RM 2E, NEW YORK, NY 10022, USA",40.7593177,-73.97082929999999,ROOFTOP
"133 E 54TH ST, NEW YORK, NY 10022, USA",40.7593177,-73.97082929999999,ROOFTOP
"509 MADISON AVE, NEW YORK, NY 10022, USA",40.759436,-73.97421299999999,ROOFTOP
"141 E 55TH ST APT 4C, NEW YORK, NY 10022, USA",40.7595575,-73.96939379999999,ROOFTOP
"7 W 51ST ST FL 5, NEW YORK, NY 10019, USA",40.7595992,-73.977519,ROOFTOP
"160 E 56TH ST, NEW YORK, NY 10022, USA",40.7596846,-73.9686591,ROOFTOP
"515 MADISON AVE FL 3, NEW YORK, NY 10022, USA",40.7597267,-73.973744,ROOFTOP
"515 MADISON AVE FL 6, NEW YORK, NY 10022, USA",40.7597847,-73.9737512,ROOFTOP
"515 MADISON AVE FL 13TH, NEW YORK, NY 10022, USA",40.7597893,-73.9737557,ROOFTOP
"515 MADISON AVE FL 21, NEW YORK, NY 10022, USA",40.7597893,-73.9737557,ROOFTOP
"330 E 59TH ST, NEW YORK, NY 10022, USA",40.7598145,-73.9630985,ROOFTOP
"133 E 55TH ST, NEW YORK, NY 10022, USA",40.75985439999999,-73.9702602,ROOFTOP
"110 E 55TH ST FL 9, NEW YORK, NY 10022, USA",40.7599144,-73.97116079999999,ROOFTOP
"475 MAIN ST, NEW YORK, NY 10044, USA",40.7600768,-73.95177249999999,ROOFTOP
"1251 AVENUE OF THE AMERICAS, NEW YORK, NY 10020, USA",40.7601019,-73.9818173,ROOFTOP
"510 E 62ND ST, NEW YORK, NY 10065, USA",40.7601906,-73.9578128,ROOFTOP
"120 E 56TH ST, NEW YORK, NY 10022, USA",40.7604629,-73.97063469999999,ROOFTOP
"120 E 56TH ST RM 330, NEW YORK, NY 10022, USA",40.7604884,-73.9706578,ROOFTOP
"136 E 57TH ST STE 801, NEW YORK, NY 10022, USA",40.7605863,-73.9690442,ROOFTOP
"686 LEXINGTON AVE, NEW YORK, NY 10022, USA",40.7606372,-73.9696713,ROOFTOP
"529 WEST 42ND STREET., NEW YORK, NY 10036, USA",40.7606927,-73.9968682,GEOMETRIC_CENTER
"430 PARK AVE, NEW YORK, NY 10022, USA",40.7607986,-73.97176220000001,ROOFTOP
"139 E 57TH ST FL 8, NEW YORK, NY 10022, USA",40.7610412,-73.9687642,ROOFTOP
"445 PARK AVENUE FL 9, NEW YORK, NY 10022, USA",40.7611216,-73.9706451,ROOFTOP
"307 EAST 60TH STREET, NEW YORK, NY 10022, USA",40.76115619999999,-73.96319319999999,ROOFTOP
"520 MAIN ST, NEW YORK, NY 10044, USA",40.7611672,-73.95028119999999,ROOFTOP
"60 E 56TH ST, NEW YORK, NY 10022, USA",40.7611782,-73.9723167,ROOFTOP
"303 E 60TH ST, NEW YORK, NY 10022, USA",40.7612004,-73.96320990000001,ROOFTOP
"570 11TH AVE, NEW YORK, NY 10036, USA",40.761287,-73.99773019999999,ROOFTOP
"303 E 60TH ST APT 34I, NEW YORK, NY 10022, USA",40.7613541,-73.96318420000001,ROOFTOP
"430 E, 63RD STREET, #4L, NEW YORK, NY 10065, USA",40.7615244,-73.9596547,ROOFTOP
"115 E 57TH ST, NEW YORK, NY 10022, USA",40.7616041,-73.9701222,ROOFTOP
"1301 AVENUE OF THE AMERICAS, NEW YORK, NY 10019, USA",40.7616644,-73.9796942,ROOFTOP
"1138 1ST AVE APT 3N, NEW YORK, NY 10065, USA",40.7617312,-73.9601057,ROOFTOP
"1230 YORK AVE, NEW YORK, NY 10065, USA",40.76190039999999,-73.95707920000001,GEOMETRIC_CENTER
"133 E 58TH ST STE 1202, NEW YORK, NY 10022, USA",40.7619525,-73.9689326,ROOFTOP
"133 E 58TH ST STE 710, NEW YORK, NY 10022, USA",40.7619525,-73.9689326,ROOFTOP
"133 E 58TH ST STE 1002, NEW YORK, NY 10022, USA",40.76195999999999,-73.9689313,ROOFTOP
"133 E 58TH ST, NEW YORK, NY 10022, USA",40.76195999999999,-73.9689108,ROOFTOP
"133 E 58TH STREET, NEW YORK, NY 10022, USA",40.76195999999999,-73.9689108,ROOFTOP
"645 10TH AVE, NEW YORK, NY 10036, USA",40.7620454,-73.9941412,ROOFTOP
"309 W 49TH ST, NEW YORK, NY 10019, USA",40.76223,-73.9866448,ROOFTOP
"45 W 54TH ST, NEW YORK, NY 10019, USA",40.7622709,-73.9776711,ROOFTOP
"41 E 57TH ST, NEW YORK, NY 10022, USA",40.7623554,-73.9718544,ROOFTOP
"110 E 59TH ST, NEW YORK, NY 10022, USA",40.7623938,-73.9691527,ROOFTOP
"545 W 45TH ST FL 7, NEW YORK, NY 10036, USA",40.7624488,-73.99591149999999,ROOFTOP
"545 W 45TH ST, NEW YORK, NY 10036, USA",40.76255,-73.995733,ROOFTOP
"715 9TH AVE, NEW YORK, NY 10019, USA",40.76277169999999,-73.9898642,ROOFTOP
"311A W 50TH ST, NEW YORK, NY 10019, USA",40.7628363,-73.98687939999999,ROOFTOP
"111 E 59TH ST, NEW YORK, NY 10022, USA",40.7628607,-73.96900990000002,ROOFTOP
"164 E 61ST ST, NEW YORK, NY 10065, USA",40.76293889999999,-73.9664161,ROOFTOP
"505 PARK AVE STE 400, NEW YORK, NY 10022, USA",40.7629688,-73.9693194,ROOFTOP
"810 SEVENTH AVE STE 515, NEW YORK, NY 10019, USA",40.7629764,-73.9825469,ROOFTOP
"110 E 60TH ST RM 804, NEW YORK, NY 10022, USA",40.7630908,-73.9688548,ROOFTOP
"110 E 60TH ST STE 404, NEW YORK, NY 10022, USA",40.7631169,-73.9688291,ROOFTOP
"770 LEXINGTON AVE, NEW YORK, NY 10065, USA",40.7631599,-73.9678826,ROOFTOP
"1230 YORK AVE, NEW YORK, NY 10021, USA",40.7631824,-73.9563226,ROOFTOP
"101 W 55TH ST, NEW YORK, NY 10019, USA",40.7633365,-73.978331,ROOFTOP
"1210 2ND AVE, NEW YORK, NY 10065, USA",40.763366,-73.9619735,ROOFTOP
"352 7TH AVE RM 1005, NEW YORK, NY 10001, USA",40.76347699999999,-73.981912,ROOFTOP
"346 E 65TH ST, NEW YORK, NY 10065, USA",40.7634816,-73.9600202,ROOFTOP
"1233 YORK AVE, NEW YORK, NY 10065, USA",40.7634988,-73.9567548,ROOFTOP
"350 W 51ST ST, NEW YORK, NY 10019, USA",40.7636078,-73.9877372,ROOFTOP
"114 EAST 61ST STREET, NEW YORK, NY 10021, USA",40.7636133,-73.96839589999999,ROOFTOP
"521 PARK AVE, NEW YORK, NY 10021, USA",40.76361869999999,-73.9689386,ROOFTOP
"521 PARK AVE, NEW YORK, NY 10065, USA",40.76361869999999,-73.9689386,ROOFTOP
"120 E 61ST ST, NEW YORK, NY 10065, USA",40.7636541,-73.9681695,ROOFTOP
"30 E 60TH ST, NEW YORK, NY 10022, USA",40.763742,-73.9701959,ROOFTOP
